Title,Price,Location,Offer,Rating,Review,No_of_ratings,Discount,Special,City,From_Date,To_Date,Amount
Hotel RK Palace,"₹ 1,128",Sarkhej Gandhinagar highway | 16.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 288 Off,3.9, (Good),40,10%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,128"
Toran Hotel,"₹ 1,500",Old Wadaj | 7.6 km from Sardar Vallabhbhai Patel International Airport,,3.6, (Good),40,51%,"['Free Wi-Fi', 'Free Parking', 'Restaurant']",Ahmedabad,9/8/2021,11/8/2021,"1,500"
Hotel Pragati The Grand,"₹ 2,350",Thaltej | 15.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 600 Off,3.7, (Good),40,6%,"['Business Centre', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"2,350"
HOTEL SCIENCE CITY INN,₹ 856,Sola Village | 15.6 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 385 Off,4.2, (Very Good),22,,"['Free Parking', 'Business Centre', 'ATM']",Ahmedabad,9/8/2021,11/8/2021,856
Capital O 1967 Hotel Kalash Residency,"₹ 1,269",Navrangpura | 220 m from Navrangpura Bus Station,Exclusive Offer - HDFC Credit Card Users. Get INR 313 Off,4.1, (Very Good),28,6%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,269"
Hotel Chatako (Near CTM Circle),₹ 846,Jasodanagr | 17.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 216 Off,3.2, (Good),86,29%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,846
Hotel RR Palace,"₹ 1,350",Chandkheda | 8.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 655 Off,3.5, (Good),136,51%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"1,350"
Hotel Golden Plaza,₹ 955,Near Nehru Bridge | 11.8 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 593 Off,3.3, (Good),55,15%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,955
OYO 17254 Hotel Swell,₹ 925,Navrangpura | 11.2 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 228 Off,3.9, (Good),27,16%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,925
Casa Blanca Resort,"₹ 2,018", | 15.5 km from city centre22.6 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 979 Off,3.2, (Good),164,20%,"['Yoga', 'Lounge', 'Butler Services']",Ahmedabad,9/8/2021,11/8/2021,"2,018"
Hotel Sunstar Inn,"₹ 1,157",Chandkheda | 10.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 421 Off,2.7,,15,51%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"1,157"
hotel suncity,₹ 947,Chandkheda | 8.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 459 Off,3.4, (Good),5,16%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,947
HOTEL  SHRIMAD RESIDENCY,"₹ 2,325",Ramdevnagar | 17.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1129 Off,2.2,,17,20%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"2,325"
Hotel gopi palace,₹ 898,Memnagar | 12.6 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 312 Off,4.1, (Very Good),14,49%,"['Business Centre', 'Vehicle Rentals', 'Kitchenette']",Ahmedabad,9/8/2021,11/8/2021,898
Hotel Darshan S.P. Ring Road,"₹ 1,519",Nava Naroda | 14.9 km from city centre11.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 387 Off,3.1, (Good),11,20%,"['Conference Room', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,519"
Hotel New Pathik,₹ 869,Bopal | 21.6 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 269 Off,3.8, (Good),31,10%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,869
Hotel Acme by Sky Stays,"₹ 1,116",Ognaj | 14.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 284 Off,3.6, (Good),12,11%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,116"
HOTEL GOLD LEAF,"₹ 1,013",Sarkhej Gandhinagar highway | 640 m from Zodiac Square,Exclusive Offer - HDFC Credit Card Users. Get INR 492 Off,3.4, (Good),8,13%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"1,013"
Hotel Palav Palace,₹ 685,Kuber Nagar | 8.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 308 Off,3.5, (Good),57,11%,"['Lounge', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,685
HOTEL KUMKUM,"₹ 1,549",Sabarmati | 10.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1304 Off,3.4, (Good),60,16%,"['Butler Services', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,"1,549"
Hotel Western Inn,₹ 508,GIDC Vatwa | 20.8 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 129 Off,3.3, (Good),11,14%,"['Free Parking', 'Free Wi-Fi', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,508
OYO 49524 Hotel Bhavya,"₹ 1,228",Maninagar | 12.6 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 303 Off,,,,27%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ahmedabad,9/8/2021,11/8/2021,"1,228"
AMBIENCE INN,"₹ 1,504",Prahlad Nagar | 19.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 383 Off,3.9, (Good),8,15%,"['Butler Services', 'Free Parking', 'Free Shuttle Service']",Ahmedabad,9/8/2021,11/8/2021,"1,504"
Hotel Moscow,"₹ 1,249",Maninagar | 12.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 455 Off,3.3, (Good),7,51%,"['ATM', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,249"
Opal Club - Ahmedabad,"₹ 1,972",Thaltej | 14.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 2267 Off,3.1, (Good),51,6%,"['Kids Play Area', 'Free Parking', 'Restaurant']",Ahmedabad,9/8/2021,11/8/2021,"1,972"
Hotel Leisure,"₹ 1,194",Motera | 8.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 742 Off,3.4, (Good),23,11%,"['Free Parking', 'Bakery', 'ATM']",Ahmedabad,9/8/2021,11/8/2021,"1,194"
Hote Midtown,₹ 980,Near Ahmedabad Train Station | 380 m from Ahmedabad Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 609 Off,2.9,,40,45%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,980
Hotel Manila,"₹ 1,351",Bhadra | 9.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 656 Off,4.2, (Very Good),45,20%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,"1,351"
Hotel Khushi Palace,₹ 679,Odhav | 16.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 467 Off,3.3, (Good),7,44%,"['Free Parking', 'ATM', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,679
HOTEL FLOURISH INTERNATIONAL,"₹ 1,692",Changodar | 20.8 km from city centre,Exclusive Offer - HDFC Credit Card Users. Get INR 431 Off,4.5, (Excellent),2,16%,"['Free Parking', 'Conference Room', 'Vehicle Rentals']",Ahmedabad,9/8/2021,11/8/2021,"1,692"
Hotel Green Park,₹ 810,Chanakyapuri | 10.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 282 Off,3.8, (Good),6,38%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,810
Hotel Silver Plaza,₹ 822,Near Nehru Bridge | 11.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 370 Off,5, (Excellent),2,44%,"['Free Parking', 'Free Wi-Fi', 'Kitchenette']",Ahmedabad,9/8/2021,11/8/2021,822
Hotel Majisha,₹ 940,Gurukul | 14.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 239 Off,5, (Excellent),1,15%,"['ATM', 'Free Wi-Fi', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,940
Antra Hospitality Service - Bodakdev,"₹ 1,354",Bodakdev | 850 m from Zodiac Square,Exclusive Offer - HDFC Credit Card Users. Get INR 345 Off,3.3, (Good),81,32%,"['Kitchenette', 'Caretaker', 'Living Room']",Ahmedabad,9/8/2021,11/8/2021,"1,354"
Hotel Royal,₹ 940,Makarba | 19.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 239 Off,3.4, (Good),26,6%,"['ATM', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,940
Capital O 37475 Hotel Orchid,"₹ 1,180",Vejalpur | 16.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.6, (Good),21,25%,"['Lounge', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"1,180"
Deewanji Ni Haveli,"₹ 3,443",Khadia | 10.2 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 918 Off,3.5, (Good),245,6%,"['Doctor on Call', 'Caretaker', 'Living Room']",Ahmedabad,9/8/2021,11/8/2021,"3,443"
OYO 11399 Hotel Landmark,"₹ 1,180",Nana Chiloda | 9.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.6, (Good),51,51%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,180"
Hotel Om Balaji,"₹ 1,433",GIDC Naroda | 8.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 890 Off,4.3, (Very Good),3,24%,"['Butler Services', 'Kids Play Area', 'Free Parking']",Ahmedabad,9/8/2021,11/8/2021,"1,433"
Hotel Skylon,"₹ 1,674",Near Nehru Bridge | 11.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 427 Off,3.4, (Good),47,51%,"['Lounge', 'Butler Services', 'Free Parking']",Ahmedabad,9/8/2021,11/8/2021,"1,674"
The Nest Residency,"₹ 1,059",Asarwa | 6.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 385 Off,4, (Very Good),5,20%,"['Free Parking', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,059"
OYO 6684 Hotel Park Sangam,"₹ 1,357",Sarkhej Gandhinagar highway | 20.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 335 Off,3.9, (Good),188,6%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,"1,357"
Hotel 4 Point,"₹ 2,532",Sadar Bazar | 3.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1229 Off,3.8, (Good),6,15%,"['Elevator/Lift', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,"2,532"
LALJI'S HOTEL & RESTAURANT,₹ 898,D Colony | 8.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 312 Off,3.2, (Good),153,51%,"['Free Parking', 'ATM', 'Vehicle Rentals']",Ahmedabad,9/8/2021,11/8/2021,898
Hotel Barcelona Exotica,"₹ 1,962",Odhav | 15.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 714 Off,2,,1,16%,"['Free Parking', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,962"
Hotel Shrimad Ahmedabad,₹ 684,Chandkheda | 9.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 308 Off,4, (Very Good),8,10%,"['Outdoor Sports', 'Business Centre', 'ATM']",Ahmedabad,9/8/2021,11/8/2021,684
Capital O 891 Hotel Kadamb Inn,"₹ 1,708",Near Nehru Bridge | 10.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 422 Off,3.8, (Good),111,11%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,708"
Hotel Royal King by Sky Stays,₹ 813,Acher | 10.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 577 Off,3.1, (Good),26,14%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,813
Hotel The S.G,₹ 912,Sarkhej Gandhinagar highway | 14.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 282 Off,3.7, (Good),221,51%,"['Kitchenette', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,912
OYO 8692 Hotel Vibrant Regency,"₹ 1,333",Navrangpura | 610 m from Navrangpura Bus Station,Exclusive Offer - HDFC Credit Card Users. Get INR 329 Off,3.4, (Good),53,26%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,333"
OYO 893 Hotel Seven,"₹ 1,337",Old Wadaj | 810 m from Subhash Bridge Circle,Exclusive Offer - HDFC Credit Card Users. Get INR 330 Off,3, (Good),4,13%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,337"
Shertown,₹ 846,Near Ahmedabad Train Station | 590 m from Ahmedabad Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 216 Off,2.9,,26,51%,"['Vehicle Rentals', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,846
OYO 70998 Hotel Safari Inn,"₹ 1,082",Navrangpura | 10.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 267 Off,2.7,,129,51%,"['Room Service', 'Power Backup']",Ahmedabad,9/8/2021,11/8/2021,"1,082"
Hotel Citizen Inn,₹ 898,Sola Village | 14.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 312 Off,3.4, (Good),86,6%,"['Business Centre', 'ATM', 'Vehicle Rentals']",Ahmedabad,9/8/2021,11/8/2021,898
OYO Flagship 17196 Hotel Metro Inn,"₹ 1,082",Vasna | 16.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 267 Off,2.7,,3,51%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"1,082"
Hotel Mansarovar,"₹ 1,128",Maninagar | 13.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 288 Off,2.3,,21,10%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,128"
Marshall The Grand Hotel,"₹ 1,289",Paldi | 310 m from Paldi Bus Station,Exclusive Offer - HDFC Credit Card Users. Get INR 801 Off,3.2, (Good),74,51%,"['Business Centre', 'Conference Room', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,289"
OYO 15417 Red Rose,"₹ 1,298",Vatva | 18.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 321 Off,3.5, (Good),36,6%,"['Free Wi-Fi', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,"1,298"
Hotel Pathik Villa,"₹ 1,059",Science City | 15.8 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 385 Off,3.9, (Good),19,28%,"['Free Parking', 'Business Centre', 'ATM']",Ahmedabad,9/8/2021,11/8/2021,"1,059"
Hotel Lake Palace,₹ 836,Gurukul | 420 m from Ahmedabad One Mall,Exclusive Offer - HDFC Credit Card Users. Get INR 291 Off,3.9, (Good),48,51%,"['Indoor Games', 'Business Centre', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,836
Hotel Marigold,₹ 761,Sarkhej- Okaf,Exclusive Offer - HDFC Credit Card Users. Get INR 194 Off,3, (Good),3,15%,['Air Conditioning'],Ahmedabad,9/8/2021,11/8/2021,761
OYO 3056 Hotel Sigma Inn,"₹ 1,456",Chandkheda | 10.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 360 Off,2.2,,46,10%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,456"
HOTEL SILVERA GRAND,"₹ 1,181",Nava Naroda | 15.2 km from city centre12.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 573 Off,4, (Very Good),1,15%,"['Free Parking', 'Business Centre', 'Conference Room']",Ahmedabad,9/8/2021,11/8/2021,"1,181"
Hotel Metropole,₹ 584,Near Nehru Bridge | 730 m from Lal Darwaja AMTS Bus Terminus,Exclusive Offer - HDFC Credit Card Users. Get INR 203 Off,4.4, (Very Good),11,51%,"['Kids Play Area', 'Free Parking', 'Bonfire']",Ahmedabad,9/8/2021,11/8/2021,584
MANGALBAG GALLERY AND RESIDENCY,"₹ 4,379",Paldi | 13.5 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 1118 Off,4, (Very Good),6,32%,"['Air Conditioning', 'Room Service', 'Power Backup']",Ahmedabad,9/8/2021,11/8/2021,"4,379"
HOTEL KANAN,"₹ 1,692",Bhat | 4.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 431 Off,3.3, (Good),70,10%,"['Free Parking', 'Conference Room', 'Free Wi-Fi']",Ahmedabad,9/8/2021,11/8/2021,"1,692"
Hotel Ashray Inn,"₹ 1,200",Old Wadaj | 700 m from Subhash Bridge Circle,,3.3, (Good),3,18%,"['Indoor Games', 'Conference Room', 'Vehicle Rentals']",Ahmedabad,9/8/2021,11/8/2021,"1,200"
"Home away from home, it's a fully furnished house","₹ 3,596",Gota | 14.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 918 Off,3.1, (Good),207,6%,"['Kitchenette', 'Living Room', 'Balcony/Terrace']",Ahmedabad,9/8/2021,11/8/2021,"3,596"
Hotel Silver Springs,₹ 611,Kankaria | 12.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 156 Off,3.9, (Good),127,25%,"['Free Parking', 'ATM', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,611
Jalaram Dormitory,₹ 329,Near Ahmedabad Train Station | 420 m from Ahmedabad Railway Station,,5, (Excellent),1,20%,"['Free Wi-Fi', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,329
Hotel Apsara,"₹ 1,249",Near Ahmedabad Train Station | 670 m from Ahmedabad Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 455 Off,3.9, (Good),107,6%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,249"
Hotel Relax AC Dormitory,₹ 206,Near Nehru Bridge | 870 m from Lal Darwaja AMTS Bus Terminus,,4, (Very Good),5,6%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,206
Fun Residency,"₹ 2,026",Ramdevnagar | 17.1 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 984 Off,3, (Good),120,11%,"['Tours and Treks', 'Free Parking', 'Business Centre']",Ahmedabad,9/8/2021,11/8/2021,"2,026"
HOTEL NAIGRA,₹ 579,Kalupur | 760 m from Ahmedabad Railway Station,Exclusive Offer - HDFC Credit Card Users. Get INR 399 Off,4, (Very Good),52,32%,"['ATM', 'Elevator/Lift', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,579
Hotel Sarkhej Residency,"₹ 1,098",Sarkhej | 19.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 533 Off,5, (Excellent),1,37%,"['Lounge', 'Air Conditioning', 'Room Service']",Ahmedabad,9/8/2021,11/8/2021,"1,098"
OYO 2284 Hotel Honey Bunny,"₹ 1,122",Navrangpura | 11.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 277 Off,3.2, (Good),93,23%,"['Free Wi-Fi', 'Kitchenette', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,122"
Hotel Kells,"₹ 4,321",Sarkhej Gandhinagar highway | 980 m from Zodiac Square,Exclusive Offer - HDFC Credit Card Users. Get INR 1103 Off,5, (Excellent),1,16%,"['Indoor Games', 'Business Centre', 'Conference Room']",Ahmedabad,9/8/2021,11/8/2021,"4,321"
Hotel Skyland.,₹ 893,Vastral | 16.3 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 227 Off,2.9,,63,51%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,893
OYO 64029 Hotel Phoenix,"₹ 1,365",Chandkheda | 8.7 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 337 Off,3.5, (Good),35,6%,"['Free Wi-Fi', 'Kitchenette', 'Air Conditioning']",Ahmedabad,9/8/2021,11/8/2021,"1,365"
Hotel Meghdeep,₹ 839,Vatva | 18.9 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 414 Off,3.4, (Good),8,11%,"['Room Service', 'Power Backup']",Ahmedabad,9/8/2021,11/8/2021,839
Hotel Shreenath,"₹ 1,353",Maninagar | 13.0 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 841 Off,4.2, (Very Good),11,51%,"['Free Parking', 'Free Wi-Fi', 'Elevator/Lift']",Ahmedabad,9/8/2021,11/8/2021,"1,353"
Aryavrata Banglows,"₹ 1,880",Jodhpur | 16.4 km from Sardar Vallabhbhai Patel International Airport,Exclusive Offer - HDFC Credit Card Users. Get INR 480 Off,3.1, (Good),7,16%,"['Doctor on Call', 'Kitchenette', 'Caretaker']",Ahmedabad,9/8/2021,11/8/2021,"1,880"
